Bin Id	Bin size (Mbp)	sorted_alignment: mapped reads	sorted_alignment: % mapped reads	sorted_alignment: % binned populations	sorted_alignment: % community
bin3c.003	8.474137	3158265	1.6289606973223587	1.3640763086588	0.897277817093098
bin3c.007	6.282822	59695416	30.78952731145369	34.77537378905605	22.87494569326596
bin3c.008_sub	5.856275	659437	0.3401224898354521	0.41213303608756846	0.27109761281331873
bin3c.009	5.432676	974159	0.5024488837836127	0.6562988177252101	0.4317077914125376
bin3c.011	4.71486	719262	0.3709788536039485	0.5583466236031976	0.36727566957054547
bin3c.012_sub	4.560273	7565995	3.9023668030192145	6.072405809706379	3.9943769969834344
bin3c.014	4.314441	329805	0.17010585963508462	0.2797810402861033	0.18403759342377413
bin3c.015_sub	4.19646	298276	0.1538439241021649	0.2601481861103641	0.1711232685973023
bin3c.016	4.11721	1299451	0.6702270414598638	1.1551608677208747	0.759855013389297
bin3c.017	4.094596	466195	0.24045269547938408	0.41671787813741384	0.2741134829960116
bin3c.018	4.047862	712129	0.3672998156973763	0.6439001901750204	0.4235520794537814
bin3c.019	3.795412	973446	0.5020811347260793	0.9387252896074345	0.617485527284919
bin3c.022	3.627375	282512	0.1457132142242447	0.2850558930437237	0.18750734679299638
bin3c.023	3.613519	1354336	0.6985354664566698	1.3717711336059328	0.9023394076270362
bin3c.025	3.552367	341321	0.1760455484801829	0.3516663079566185	0.23132311231088998
bin3c.026	3.545648	293368	0.15131249019701187	0.3028326532120937	0.19920074873657662
bin3c.027_sub	3.493945	444055	0.22903339094391384	0.4651641964616675	0.3059810599609136
bin3c.028	3.49558	380456	0.19623048447817876	0.398355457354564	0.26203483847151265
bin3c.029	3.487598	645758	0.3330671751678506	0.6776866880377408	0.4457765509566183
bin3c.030	3.482248	392744	0.20256835322848857	0.41279596255711043	0.2715336802178386
bin3c.031	3.47335	1452349	0.7490883253290748	1.5304107985489264	1.0066912326392208
bin3c.035	3.24327	2085993	1.075907376958412	2.3540480398344994	1.548472818644433
bin3c.036	3.020508	524199	0.2703698291864942	0.6351872578481301	0.41782078652747967
bin3c.037	3.002752	284148	0.1465570255259624	0.34634643220363376	0.2278237431974875
bin3c.038	2.862338	354166	0.18267070506365696	0.45286789117713844	0.2978926547199629
bin3c.040	2.662715	337706	0.17418101433855124	0.4641941591496813	0.305342977651095
bin3c.050_sub	1.799218	307406	0.15855296883607836	0.6253370091227479	0.41134137652817754
bin3c.056	0.912662	66900	0.034505486604469796	0.2682882971032586	0.17647776451240352
bin3c.077	0.080681	10379	0.005353250305946068	0.4708361708517632	0.3097120365690749
concoct.005	4.059415	282792	0.1458576318064458	0.25497009560105727	0.1677171646136699
concoct.031	4.63156	236332	0.12189462870265404	0.18675868842903265	0.1228482799774864
concoct.035	4.895132	212917	0.10981770839108962	0.1591957651288201	0.10471762299405413
concoct.039	3.643307	5789058	2.9858634270777085	5.815642639576079	3.8254803631646537
concoct.046	6.582154	1034011	0.5333191735332499	0.574966708885083	0.3782082205920451
concoct.048_sub	6.058793	317495	0.16375664378903046	0.1917945909353016	0.12616085389966053
concoct.051	3.553251	175025	0.09027388330265061	0.1802850766810911	0.11858999311990404
concoct.056	2.482063	550436	0.28390227241581373	0.8116702144725032	0.53390977734776
concoct.060	3.513846	7219475	3.7236397295038053	7.519837788776217	4.946485466521692
concoct.076	2.044264	73305	0.03780903879731926	0.13124482767278497	0.08633173359251758
concoct.077	6.666263	347234	0.1790953383500219	0.19064498225609297	0.1254046510687457
concoct.089	0.648977	27714	0.014294245975430135	0.15629874349431752	0.10281198675378118
concoct.112	7.844937	369481	0.19056983103297617	0.1723805371471706	0.11339045411090543
concoct.133	3.412378	135552	0.06991461465185486	0.14538994624218377	0.095636272518901
concoct.140	4.42445	217243	0.11204896003609614	0.17970993185415102	0.11821166773476735
concoct.142	2.693142	6015497	3.102655473134951	8.17518974289248	5.377570419089564
concoct.143	5.907626	378253	0.19509422757250394	0.23434460918509725	0.15414989472538018
maxbin.014_sub	5.171961	4590718	2.367787121881889	3.2487100640580615	2.136973903983792
maxbin.016_sub	2.719172	1479176	0.7629250770351751	1.9909885006177814	1.3096553355202634
maxbin.022	3.363297	1126207	0.5808717571354278	1.2255712994248098	0.8061703976965047
maxbin.032	3.720522	737978	0.3806321374199314	0.7259807711452366	0.47754398888816113
maxbin.038	1.267257	208507	0.10754313147142278	0.6022010666499202	0.39612274995528324
maxbin.042_sub	3.642247	463705	0.23916841055195318	0.46597000770188957	0.3065111157547324
maxbin.076_sub	4.123321	191191	0.09861193556644522	0.1697093923279257	0.11163339772238991
maxbin.080_sub	1.80668	82207	0.04240048635715469	0.16653792235336778	0.10954723169363922
metabat.002	2.836822	146999	0.07581871487848214	0.18965656200092082	0.12475447661494006
metabat.014	5.620656	598289	0.3085837529910557	0.389591606381458	0.25627005169194494
metabat.016_sub	6.231137	444145	0.2290798108810499	0.26088136431841813	0.17160554699909478
metabat.019_sub	4.321207	749227	0.38643411378485937	0.6345910290051398	0.4174285922555534
metabat.023	8.743343	584150	0.30129118086698103	0.2445301670595088	0.160849868236696
metabat.043	2.320267	522539	0.2695136392348736	0.8242639881343402	0.5421938547622914
metabat.053	5.47732	1540058	0.7943266171764805	1.0290928061685922	0.6769285126086982
metabat.069	8.138619	703075	0.36262997002148883	0.3161815448893227	0.20798153637193484
metabat.077	3.65756	897447	0.462882592477154	0.8980549903344518	0.5907329496464543
metabat.078	3.888697	1209458	0.6238107147633607	1.1383407058302641	0.7487908536728961
metabat.094_sub	3.785786	231604	0.11945603467177313	0.22391107471717986	0.1472868043157657
metabat.096_sub	0.876647	174245	0.08987157718080478	0.7274801595852999	0.47853027387671676
metabat.100	8.820892	798131	0.4116576760704347	0.33116715281104614	0.21783894205991852
metabat.108	5.662753	263564	0.13594027012586662	0.17035075031199914	0.11205527756024918
unbinned	576.041097	66348138	34.220848833938916	NA	34.220848833938916
